# ------------------------------------------------------------->>>>
# DATA SET NAME
#
# dataset_name: co2_mlo_surface-insitu_1_ccgg_MonthlyData
#
# ------------------------------------------------------------->>>>
# DESCRIPTION
#
# dataset_description: Atmospheric Carbon Dioxide Dry Air Mole Fractions from quasi-continuous measurements at Mauna Loa, Hawaii.
#
# ------------------------------------------------------------->>>>
# CITATION
#
# dataset_citation: NOAA ESRL Global Monitoring Division. 2015, updated annually. Atmospheric Carbon Dioxide Dry Air Mole Fractions from quasi-continuous measurements at Mauna Loa, Hawaii. Compiled by K.W. Thoning, D.R. Kitzis, and A. Crotwell. National Oceanic and Atmospheric Administration (NOAA), Earth System Research Laboratory (ESRL), Global Monitoring Division (GMD): Boulder, Colorado, USA. Version 2016-8 at http://dx.doi.org/10.7289/V54X55RG.
#
# ------------------------------------------------------------->>>>
# FAIR USE POLICY
#
# dataset_fair_use: These data are made freely available to the public and the scientific community in the belief that their wide dissemination will lead to greater understanding and new scientific insights. The availability of these data does not constitute publication of the data.  NOAA relies on the ethics and integrity of the user to insure that ESRL receives fair credit for their work.  If the data are obtained for potential use in a publication or presentation, ESRL should be informed at the outset of the nature of this work. If the ESRL data are essential to the work, or if an important result or conclusion depends on the ESRL data, co-authorship may be appropriate.  This should be discussed at an early stage in the work.  Manuscripts using the ESRL data should be sent to ESRL for review before they are submitted for publication so we can insure that the quality and limitations of the data are accurately represented.
#
# ------------------------------------------------------------->>>>
# WARNING
#
# dataset_warning: Every effort is made to produce the most accurate and precise measurements possible.  However, we reserve the right to make corrections to the data based on recalibration of standard gases or for other reasons deemed scientifically justified.  We are not responsible for results and conclusions based on use of these data without regard to this warning.
#
# ------------------------------------------------------------->>>>
# GLOBAL ATTRIBUTES
#
# site_code : MLO
# site_name : Mauna Loa, Hawaii
# site_country : United States
# site_country_flag : UNST0001.GIF
# site_latitude : 19.5362
# site_longitude : -155.5763
# site_elevation : 3397.0
# site_elevation_unit : masl
# site_utc2lst : -10.0
# site_utc2lst_comment : Add 'site_utc2lst' hours to convert a time stamp in UTC (Coordinated Universal Time) to LST (Local Standard Time).
# site_url : http://www.esrl.noaa.gov/gmd/obop/mlo/
# dataset_creation_date : 2016-08-15T11:06:18.104297
# dataset_num : 6
# dataset_name : co2_mlo_surface-insitu_1_ccgg_MonthlyData
# dataset_parameter : co2
# dataset_project : surface-insitu
# dataset_platform : fixed
# dataset_map : map_mlo_surface-insitu_1.png
# dataset_selection : Monthly values derived from hourly data representative of baseline conditions
# dataset_selection_tag : MonthlyData
# dataset_calibration_scale : WMO CO2 X2007
# dataset_start_date : 1974-01-01T00:00:00Z
# dataset_stop_date : 2015-12-01T00:00:00Z
# dataset_data_frequency : 1
# dataset_data_frequency_unit : month
# dataset_reciprocity : Use of these data implies an agreement to reciprocate. Laboratories making similar measurements agree to make their own data available to the general public and to the scientific community in an equally complete and easily accessible form. Modelers are encouraged to make available to the community, upon request, their own tools used in the interpretation of the ESRL data, namely well documented model code, transport fields, and additional information necessary for other scientists to repeat the work and to run modified versions. Model availability includes collaborative support for new users of the models.
# dataset_reference_total_listed : 2
# dataset_reference_1_name : Thoning, K.W., P.P. Tans, and W.D. Komhyr, Atmospheric carbon dioxide at Mauna Loa Observatory, 2. Analysis of the NOAA/GMCC data, 1974 1985., J. Geophys. Res. ,94, 8549 8565, 1989
# dataset_reference_2_name : Thoning, K.W. Selection of NOAA/GMCC CO2 data from Mauna Loa Observatory, In The Statistical Treatment of CO2 Data Records, NOAA Tech. Mem. (ERL ARL 173), Environ. Res. Lab., 131 pp., 1989
# dataset_contribution : These data are provided by NOAA. Principal investigators include Pieter Tans (NOAA) AND Kirk Thoning (NOAA).
# lab_total_listed : 1
# lab_1_number : 1
# lab_1_abbr : NOAA
# lab_1_name : NOAA Global Monitoring Division
# lab_1_address1 : 325 Broadway
# lab_1_address2 : NOAA GMD-1
# lab_1_address3 : Boulder, CO 80305-3328
# lab_1_country : United States
# lab_1_url : http://www.esrl.noaa.gov/gmd/ccgg/
# lab_1_country_flag : UNST0001.GIF
# lab_1_logo : noaa_medium.png
# lab_1_ongoing_atmospheric_air_comparison : T
# lab_1_comparison_activity : Ongoing comparison with co-located measurements including NOAA surface flask data and independent measurement laboratories.
# provider_total_listed : 2
# provider_1_name : Pieter Tans
# provider_1_address1 : NOAA ESRL GMD
# provider_1_address2 : 325 Broadway GMD-1
# provider_1_address3 : Boulder, CO 80305-3328
# provider_1_country : United States
# provider_1_affiliation : National Oceanic and Atmospheric Administration
# provider_1_email : pieter.tans@noaa.gov
# provider_1_tel : 303-497-6678
# provider_2_name : Kirk Thoning
# provider_2_address1 : NOAA ESRL GMD
# provider_2_address2 : 325 Broadway GMD-1
# provider_2_address3 : Boulder, CO 80305-3328
# provider_2_country : United States
# provider_2_affiliation : National Oceanic and Atmospheric Administration
# provider_2_email : kirk.w.thoning@noaa.gov
# provider_2_tel : 303-497-6078
# header_lines : 142
#
# ------------------------------------------------------------->>>>
# VARIABLE ATTRIBUTES
#
# site_code:long_name : site_name_abbreviation.
# site_code:comment : Site code is an abbreviation for the sampling site name.
# time_components:_FillValue : -9
# time_components:long_name : integer_components_of_UTC_date/time
# time_components:order : year, month, day, hour, minute, second
# time_components:comment : Calendar time components as integers.  Times and dates are UTC. Time-averaged values are reported at the beginning of the averaging interval.
# value:_FillValue : -999.999
# value:long_name : measured_mole_fraction_of_trace_gas_in_dry_air
# value:units : micromol mol-1
# value:comment : Mole fraction reported in units of micromol mol-1 (10-6 mol per mol of dry air); equivalent to ppm (parts per million).
# value_unc:_FillValue : -999.999
# value_unc:long_name : estimated_uncertainty_in_reported_value
# value_unc:units : micromol mol-1
# value_unc:comment : This is the standard deviation of the reported mean value when nvalue is greater than 1. See provider_comment if available.
# nvalue:_FillValue : -9
# nvalue:long_name : number_of_measurements_contributing_to_reported_value
# nvalue:comment : Number of individual measurements used to compute reported value. See provider_comment if available.
# latitude:_FillValue : -999.999
# latitude:standard_name : latitude
# latitude:long_name : sample_latitude_in_decimal_degrees
# latitude:units : degrees_north
# latitude:comment : Latitude at which air sample was collected.
# longitude:_FillValue : -999.999
# longitude:standard_name : longitude
# longitude:long_name : sample_longitude_in_decimal_degrees
# longitude:units : degrees_east
# longitude:comment : Longitude at which air sample was collected.
# altitude:_FillValue : -999.999
# altitude:standard_name : altitude
# altitude:long_name : sample_altitude_in_meters_above_sea_level
# altitude:units : m
# altitude:comment : Altitude (in meters above sea level) is surface elevation (masl) plus sample intake height (magl). See provider_comment if available.
# elevation:_FillValue : -999.999
# elevation:standard_name : elevation
# elevation:long_name : surface_elevation_in_meters_above_sea_level
# elevation:units : m
# elevation:comment : Surface elevation in meters above sea level. See provider_comment if available.
# intake_height:_FillValue : -999.999
# intake_height:long_name : sample_intake_height_in_meters_above_ground_level
# intake_height:units : m
# intake_height:comment : Sample intake height in meters above ground level (magl). See provider_comment if available.
# qcflag:_FillValue : NA
# qcflag:long_name : quality_control_flag
# qcflag:comment : This quality control flag is provided by the contributing PIs. See provider_comment if available.
# qcflag:provider_comment : This is the NOAA 3-character quality control flag.  Column 1 is the REJECTION flag. An alphanumeric other than a period (.) in the FIRST column indicates a sample with obvious problems during collection or analysis. This measurement should not be interpreted. Column 2 is the SELECTION flag. An alphanumeric other than a period (.) in the SECOND column indicates a sample that is likely valid but does not meet selection criteria determined by the goals of a particular investigation. Column 3 is the INFORMATION flag. An alphanumeric other than a period (.) in the THIRD column provides additional information about the collection or analysis of the sample.
#
# VARIABLE ORDER
#
# site_code year month day hour minute second value value_unc nvalue latitude longitude altitude elevation intake_height instrument qcflag
MLO 1974 1 1 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 NA *..
MLO 1974 2 1 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 NA *..
MLO 1974 3 1 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 NA *..
MLO 1974 4 1 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 NA *..
MLO 1974 5 1 0 0 0 333.157 0.286 15 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1974 6 1 0 0 0 332.059 0.317 27 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1974 7 1 0 0 0 330.988 0.505 31 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1974 8 1 0 0 0 329.165 0.659 31 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1974 9 1 0 0 0 327.407 0.548 29 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1974 10 1 0 0 0 327.201 0.314 29 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1974 11 1 0 0 0 328.325 0.401 29 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1974 12 1 0 0 0 329.501 0.463 31 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1975 1 1 0 0 0 330.683 0.491 31 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1975 2 1 0 0 0 331.409 0.407 28 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1975 3 1 0 0 0 331.846 0.243 26 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1975 4 1 0 0 0 333.289 0.472 30 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1975 5 1 0 0 0 333.912 0.353 30 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1975 6 1 0 0 0 333.398 0.434 29 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1975 7 1 0 0 0 331.783 0.801 27 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1975 8 1 0 0 0 329.877 0.946 31 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1975 9 1 0 0 0 328.566 0.703 30 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1975 10 1 0 0 0 328.465 0.336 17 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1975 11 1 0 0 0 329.255 0.435 25 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1975 12 1 0 0 0 329.685 0.0 1 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1976 1 1 0 0 0 331.713 0.398 25 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1976 2 1 0 0 0 332.765 0.514 29 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1976 3 1 0 0 0 333.485 0.954 29 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1976 4 1 0 0 0 334.776 0.439 25 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1976 5 1 0 0 0 334.785 0.59 31 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1976 6 1 0 0 0 334.167 0.376 25 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1976 7 1 0 0 0 332.776 0.629 21 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1976 8 1 0 0 0 330.642 0.834 31 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1976 9 1 0 0 0 328.952 0.882 28 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1976 10 1 0 0 0 328.766 0.554 30 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1976 11 1 0 0 0 330.233 0.418 26 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1976 12 1 0 0 0 331.688 0.623 24 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1977 1 1 0 0 0 332.696 0.434 29 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1977 2 1 0 0 0 333.237 0.317 26 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1977 3 1 0 0 0 334.964 0.537 29 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1977 4 1 0 0 0 336.037 0.332 29 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1977 5 1 0 0 0 336.82 0.223 30 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1977 6 1 0 0 0 336.126 0.306 25 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1977 7 1 0 0 0 334.729 0.553 28 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1977 8 1 0 0 0 332.518 0.559 30 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1977 9 1 0 0 0 331.19 0.478 27 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1977 10 1 0 0 0 331.193 0.356 30 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1977 11 1 0 0 0 332.353 0.384 28 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1977 12 1 0 0 0 333.475 0.474 31 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1978 1 1 0 0 0 335.108 0.708 26 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1978 2 1 0 0 0 335.261 0.457 28 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1978 3 1 0 0 0 336.598 0.712 30 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1978 4 1 0 0 0 337.769 0.374 28 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1978 5 1 0 0 0 338.003 0.381 30 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1978 6 1 0 0 0 337.994 0.417 27 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1978 7 1 0 0 0 336.481 0.658 31 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1978 8 1 0 0 0 334.372 0.64 31 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1978 9 1 0 0 0 332.268 0.782 24 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1978 10 1 0 0 0 332.405 0.51 31 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1978 11 1 0 0 0 333.759 0.326 28 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1978 12 1 0 0 0 334.828 0.376 31 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1979 1 1 0 0 0 336.212 0.844 31 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1979 2 1 0 0 0 336.637 0.286 27 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1979 3 1 0 0 0 338.122 0.942 29 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1979 4 1 0 0 0 339.024 0.487 24 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1979 5 1 0 0 0 339.018 0.638 20 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1979 6 1 0 0 0 339.196 0.471 30 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1979 7 1 0 0 0 337.578 0.803 29 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1979 8 1 0 0 0 335.55 1.024 29 19.536 -155.576 3437.0 3397.0 40.0 NA ...
MLO 1979 9 1 0 0 0 333.891 0.65 26 19.536 -155.576 3437.0 3397.0 40.0 NA ...
