# ------------------------------------------------------------->>>>
# DATA SET NAME
#
# dataset_name: co2_smo_surface-insitu_1_ccgg_MonthlyData
#
# ------------------------------------------------------------->>>>
# DESCRIPTION
#
# dataset_description: Atmospheric Carbon Dioxide Dry Air Mole Fractions from quasi-continuous measurements at American Samoa.
#
# ------------------------------------------------------------->>>>
# CITATION
#
# dataset_citation: NOAA ESRL Global Monitoring Division. 2015, updated annually. Atmospheric Carbon Dioxide Dry Air Mole Fractions from quasi-continuous measurements at American Samoa. Compiled by K.W. Thoning, D.R. Kitzis, and A. Crotwell. National Oceanic and Atmospheric Administration (NOAA), Earth System Research Laboratory (ESRL), Global Monitoring Division (GMD): Boulder, Colorado, USA. Version 2016-8 at http://dx.doi.org/10.7289/V51834DB.
#
# ------------------------------------------------------------->>>>
# FAIR USE POLICY
#
# dataset_fair_use: These data are made freely available to the public and the scientific community in the belief that their wide dissemination will lead to greater understanding and new scientific insights. The availability of these data does not constitute publication of the data.  NOAA relies on the ethics and integrity of the user to insure that ESRL receives fair credit for their work.  If the data are obtained for potential use in a publication or presentation, ESRL should be informed at the outset of the nature of this work. If the ESRL data are essential to the work, or if an important result or conclusion depends on the ESRL data, co-authorship may be appropriate.  This should be discussed at an early stage in the work.  Manuscripts using the ESRL data should be sent to ESRL for review before they are submitted for publication so we can insure that the quality and limitations of the data are accurately represented.
#
# ------------------------------------------------------------->>>>
# WARNING
#
# dataset_warning: Every effort is made to produce the most accurate and precise measurements possible.  However, we reserve the right to make corrections to the data based on recalibration of standard gases or for other reasons deemed scientifically justified.  We are not responsible for results and conclusions based on use of these data without regard to this warning.
#
# ------------------------------------------------------------->>>>
# GLOBAL ATTRIBUTES
#
# site_code : SMO
# site_name : Tutuila
# site_country : American Samoa
# site_country_flag : AMSA0001.GIF
# site_latitude : -14.2474
# site_longitude : -170.5644
# site_elevation : 42.0
# site_elevation_unit : masl
# site_utc2lst : -11.0
# site_utc2lst_comment : Add 'site_utc2lst' hours to convert a time stamp in UTC (Coordinated Universal Time) to LST (Local Standard Time).
# site_url : http://www.esrl.noaa.gov/gmd/obop/smo/
# dataset_creation_date : 2016-08-15T11:06:18.104297
# dataset_num : 9
# dataset_name : co2_smo_surface-insitu_1_ccgg_MonthlyData
# dataset_parameter : co2
# dataset_project : surface-insitu
# dataset_platform : fixed
# dataset_map : map_smo_surface-insitu_1.png
# dataset_selection : Monthly values derived from hourly data representative of baseline conditions
# dataset_selection_tag : MonthlyData
# dataset_calibration_scale : WMO CO2 X2007
# dataset_start_date : 1976-01-01T00:00:00Z
# dataset_stop_date : 2015-12-01T00:00:00Z
# dataset_data_frequency : 1
# dataset_data_frequency_unit : month
# dataset_reciprocity : Use of these data implies an agreement to reciprocate. Laboratories making similar measurements agree to make their own data available to the general public and to the scientific community in an equally complete and easily accessible form. Modelers are encouraged to make available to the community, upon request, their own tools used in the interpretation of the ESRL data, namely well documented model code, transport fields, and additional information necessary for other scientists to repeat the work and to run modified versions. Model availability includes collaborative support for new users of the models.
# dataset_reference_total_listed : 2
# dataset_reference_1_name : Halter, B.C., Harris, J.M., and Conway, T.J., Component signals in the record of atmospheric carbon dioxide concentration at American Samoa, J. Geophys. Res., 93, 15914 15918, 1988.
# dataset_reference_2_name : Waterman, L.S., D. W. Nelson, W.D. Komhyr, T.B. Harris, and K.W. Thoning, Atmospheric carbon dioxide measurements at Cape Matatula, American Samoa, 1976 1984., J. Geophys. Res., 94, 14817 14829, 1989
# dataset_contribution : These data are provided by NOAA. Principal investigators include Pieter Tans (NOAA) AND Kirk Thoning (NOAA).
# lab_total_listed : 1
# lab_1_number : 1
# lab_1_abbr : NOAA
# lab_1_name : NOAA Global Monitoring Division
# lab_1_address1 : 325 Broadway
# lab_1_address2 : NOAA GMD-1
# lab_1_address3 : Boulder, CO 80305-3328
# lab_1_country : United States
# lab_1_url : http://www.esrl.noaa.gov/gmd/ccgg/
# lab_1_country_flag : UNST0001.GIF
# lab_1_logo : noaa_medium.png
# lab_1_ongoing_atmospheric_air_comparison : T
# lab_1_comparison_activity : Ongoing comparison with co-located measurements including NOAA surface flask data and independent measurement laboratories.
# provider_total_listed : 2
# provider_1_name : Pieter Tans
# provider_1_address1 : NOAA ESRL GMD
# provider_1_address2 : 325 Broadway GMD-1
# provider_1_address3 : Boulder, CO 80305-3328
# provider_1_country : United States
# provider_1_affiliation : National Oceanic and Atmospheric Administration
# provider_1_email : pieter.tans@noaa.gov
# provider_1_tel : 303-497-6678
# provider_2_name : Kirk Thoning
# provider_2_address1 : NOAA ESRL GMD
# provider_2_address2 : 325 Broadway GMD-1
# provider_2_address3 : Boulder, CO 80305-3328
# provider_2_country : United States
# provider_2_affiliation : National Oceanic and Atmospheric Administration
# provider_2_email : kirk.w.thoning@noaa.gov
# provider_2_tel : 303-497-6078
# header_lines : 142
#
# ------------------------------------------------------------->>>>
# VARIABLE ATTRIBUTES
#
# site_code:long_name : site_name_abbreviation.
# site_code:comment : Site code is an abbreviation for the sampling site name.
# time_components:_FillValue : -9
# time_components:long_name : integer_components_of_UTC_date/time
# time_components:order : year, month, day, hour, minute, second
# time_components:comment : Calendar time components as integers.  Times and dates are UTC. Time-averaged values are reported at the beginning of the averaging interval.
# value:_FillValue : -999.999
# value:long_name : measured_mole_fraction_of_trace_gas_in_dry_air
# value:units : micromol mol-1
# value:comment : Mole fraction reported in units of micromol mol-1 (10-6 mol per mol of dry air); equivalent to ppm (parts per million).
# value_unc:_FillValue : -999.999
# value_unc:long_name : estimated_uncertainty_in_reported_value
# value_unc:units : micromol mol-1
# value_unc:comment : This is the standard deviation of the reported mean value when nvalue is greater than 1. See provider_comment if available.
# nvalue:_FillValue : -9
# nvalue:long_name : number_of_measurements_contributing_to_reported_value
# nvalue:comment : Number of individual measurements used to compute reported value. See provider_comment if available.
# latitude:_FillValue : -999.999
# latitude:standard_name : latitude
# latitude:long_name : sample_latitude_in_decimal_degrees
# latitude:units : degrees_north
# latitude:comment : Latitude at which air sample was collected.
# longitude:_FillValue : -999.999
# longitude:standard_name : longitude
# longitude:long_name : sample_longitude_in_decimal_degrees
# longitude:units : degrees_east
# longitude:comment : Longitude at which air sample was collected.
# altitude:_FillValue : -999.999
# altitude:standard_name : altitude
# altitude:long_name : sample_altitude_in_meters_above_sea_level
# altitude:units : m
# altitude:comment : Altitude (in meters above sea level) is surface elevation (masl) plus sample intake height (magl). See provider_comment if available.
# elevation:_FillValue : -999.999
# elevation:standard_name : elevation
# elevation:long_name : surface_elevation_in_meters_above_sea_level
# elevation:units : m
# elevation:comment : Surface elevation in meters above sea level. See provider_comment if available.
# intake_height:_FillValue : -999.999
# intake_height:long_name : sample_intake_height_in_meters_above_ground_level
# intake_height:units : m
# intake_height:comment : Sample intake height in meters above ground level (magl). See provider_comment if available.
# qcflag:_FillValue : NA
# qcflag:long_name : quality_control_flag
# qcflag:comment : This quality control flag is provided by the contributing PIs. See provider_comment if available.
# qcflag:provider_comment : This is the NOAA 3-character quality control flag.  Column 1 is the REJECTION flag. An alphanumeric other than a period (.) in the FIRST column indicates a sample with obvious problems during collection or analysis. This measurement should not be interpreted. Column 2 is the SELECTION flag. An alphanumeric other than a period (.) in the SECOND column indicates a sample that is likely valid but does not meet selection criteria determined by the goals of a particular investigation. Column 3 is the INFORMATION flag. An alphanumeric other than a period (.) in the THIRD column provides additional information about the collection or analysis of the sample.
#
# VARIABLE ORDER
#
# site_code year month day hour minute second value value_unc nvalue latitude longitude altitude elevation intake_height instrument qcflag
SMO 1976 1 1 0 0 0 332.459 0.842 28 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1976 2 1 0 0 0 331.836 0.343 27 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1976 3 1 0 0 0 331.273 0.269 31 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1976 4 1 0 0 0 331.245 0.498 28 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1976 5 1 0 0 0 330.66 0.647 26 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1976 6 1 0 0 0 331.283 0.654 26 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1976 7 1 0 0 0 331.166 0.595 29 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1976 8 1 0 0 0 331.134 0.23 31 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1976 9 1 0 0 0 331.252 0.136 30 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1976 10 1 0 0 0 331.438 0.26 31 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1976 11 1 0 0 0 331.937 0.218 30 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1976 12 1 0 0 0 331.786 0.413 28 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1977 1 1 0 0 0 331.734 0.275 30 -14.247 -170.564 47.0 42.0 5.0 NA ...
SMO 1977 2 1 0 0 0 331.905 0.388 27 -14.247 -170.564 47.0 42.0 5.0 NA ...
SMO 1977 3 1 0 0 0 331.95 0.737 28 -14.247 -170.564 54.0 42.0 12.0 NA ...
SMO 1977 4 1 0 0 0 331.885 0.873 26 -14.247 -170.564 54.0 42.0 12.0 NA ...
SMO 1977 5 1 0 0 0 332.715 0.817 21 -14.247 -170.564 54.0 42.0 12.0 NA ...
SMO 1977 6 1 0 0 0 333.696 0.594 26 -14.247 -170.564 54.0 42.0 12.0 NA ...
SMO 1977 7 1 0 0 0 333.262 0.332 29 -14.247 -170.564 54.0 42.0 12.0 NA ...
SMO 1977 8 1 0 0 0 332.992 0.266 31 -14.247 -170.564 54.0 42.0 12.0 NA ...
SMO 1977 9 1 0 0 0 332.853 0.277 12 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1977 10 1 0 0 0 333.341 0.742 17 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1977 11 1 0 0 0 -999.99 -99.99 0 -14.247 -170.564 59.0 42.0 17.0 NA *..
SMO 1977 12 1 0 0 0 -999.99 -99.99 0 -14.247 -170.564 59.0 42.0 17.0 NA *..
SMO 1978 1 1 0 0 0 -999.99 -99.99 0 -14.247 -170.564 59.0 42.0 17.0 NA *..
SMO 1978 2 1 0 0 0 334.493 0.996 18 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1978 3 1 0 0 0 335.097 0.703 30 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1978 4 1 0 0 0 335.355 0.78 30 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1978 5 1 0 0 0 335.072 0.643 30 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1978 6 1 0 0 0 335.191 0.582 24 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1978 7 1 0 0 0 334.934 0.344 31 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1978 8 1 0 0 0 335.593 0.326 28 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1978 9 1 0 0 0 335.479 0.224 20 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1978 10 1 0 0 0 -999.99 -99.99 0 -14.247 -170.564 59.0 42.0 17.0 NA *..
SMO 1978 11 1 0 0 0 -999.99 -99.99 0 -14.247 -170.564 59.0 42.0 17.0 NA *..
SMO 1978 12 1 0 0 0 -999.99 -99.99 0 -14.247 -170.564 59.0 42.0 17.0 NA *..
SMO 1979 1 1 0 0 0 -999.99 -99.99 0 -14.247 -170.564 59.0 42.0 17.0 NA *..
SMO 1979 2 1 0 0 0 336.128 0.644 19 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1979 3 1 0 0 0 335.909 0.566 27 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1979 4 1 0 0 0 336.33 0.536 28 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1979 5 1 0 0 0 335.925 0.717 22 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1979 6 1 0 0 0 336.054 0.456 30 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1979 7 1 0 0 0 336.241 0.515 29 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1979 8 1 0 0 0 336.28 0.405 30 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1979 9 1 0 0 0 336.315 0.184 30 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1979 10 1 0 0 0 336.603 0.149 31 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1979 11 1 0 0 0 336.666 0.293 30 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1979 12 1 0 0 0 336.839 0.309 29 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1980 1 1 0 0 0 337.47 0.28 30 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1980 2 1 0 0 0 337.52 0.47 29 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1980 3 1 0 0 0 337.91 0.49 31 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1980 4 1 0 0 0 337.41 0.82 30 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1980 5 1 0 0 0 337.83 0.54 30 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1980 6 1 0 0 0 337.94 0.4 30 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1980 7 1 0 0 0 338.31 0.36 30 -14.247 -170.564 59.0 42.0 17.0 NA ...
SMO 1980 8 1 0 0 0 338.26 0.26 30 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1980 9 1 0 0 0 338.19 0.11 30 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1980 10 1 0 0 0 338.1 0.14 31 -14.247 -170.564 52.0 42.0 10.0 NA ...
SMO 1980 11 1 0 0 0 338.53 0.19 29 -14.247 -170.564 60.0 42.0 18.0 NA ...
SMO 1980 12 1 0 0 0 338.76 0.19 27 -14.247 -170.564 60.0 42.0 18.0 NA ...
SMO 1981 1 1 0 0 0 338.85 0.34 29 -14.247 -170.564 60.0 42.0 18.0 NA ...
SMO 1981 2 1 0 0 0 339.15 0.62 26 -14.247 -170.564 55.0 42.0 13.0 NA ...
SMO 1981 3 1 0 0 0 338.57 1.14 24 -14.247 -170.564 55.0 42.0 13.0 NA ...
SMO 1981 4 1 0 0 0 339.28 0.74 26 -14.247 -170.564 55.0 42.0 13.0 NA ...
SMO 1981 5 1 0 0 0 338.77 0.73 29 -14.247 -170.564 55.0 42.0 13.0 NA ...
SMO 1981 6 1 0 0 0 339.26 0.46 28 -14.247 -170.564 55.0 42.0 13.0 NA ...
SMO 1981 7 1 0 0 0 339.1 0.31 31 -14.247 -170.564 55.0 42.0 13.0 NA ...
SMO 1981 8 1 0 0 0 339.23 0.27 31 -14.247 -170.564 55.0 42.0 13.0 NA ...
SMO 1981 9 1 0 0 0 339.22 0.35 30 -14.247 -170.564 53.0 42.0 11.0 NA ...
